timestamp,interface,host_name,src_ip,packet_rate,byte_rate,avg_packet_size,tcp_count,udp_count,icmp_count,syn_count,tcp_ratio,udp_ratio,icmp_ratio,severity,attack_type,action,is_blocked,label
2026-04-27 04:52:19,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:52:23,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:52:28,s1-eth1,host1,10.0.0.1,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:52:33,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:52:37,s1-eth3,host3,10.0.0.3,1,74,74.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:52:41,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:52:46,s1-eth1,host1,10.0.0.1,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:52:50,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:52:54,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:52:59,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:04,s1-eth1,host1,10.0.0.1,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:08,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:12,s1-eth3,host3,10.0.0.3,1,70,70.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:16,s1-eth4,host4,10.0.0.100,1,70,70.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:22,s1-eth1,host1,10.0.0.1,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:26,s1-eth2,host2,10.0.0.2,1,70,70.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:30,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:34,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:39,s1-eth1,host1,10.0.0.1,1,70,70.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:43,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:48,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:52,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:53:57,s1-eth1,host1,10.0.0.1,94706,5116608,54.03,141256,1,1,143781,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:54:01,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:54:05,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:54:10,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:54:15,s1-eth1,host1,10.0.0.1,2915871,157456224,54.0,151532,1,1,154126,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:54:19,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:54:23,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:54:27,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:54:32,s1-eth1,host1,10.0.0.1,2941139,158820534,54.0,152628,1,1,151179,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:54:37,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:54:41,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:54:45,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:54:50,s1-eth1,host1,10.0.0.1,2934112,158442048,54.0,154701,1,1,156521,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:54:54,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:54:58,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:55:03,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:55:08,s1-eth1,host1,10.0.0.1,2931810,158318604,54.0,150334,1,1,1,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:55:12,s1-eth2,host2,10.0.0.2,14955,628992,42.06,1,151479,1,1,0.0,1.0,0.0,high,udp_flood,block,1,attack
2026-04-27 04:55:16,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:55:20,s1-eth4,host4,10.0.0.100,10,700,70.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:55:26,s1-eth1,host1,10.0.0.1,428836,23155578,54.0,1,1,1,1,0.333,0.333,0.333,high,mixed_or_unknown,block,1,attack
2026-04-27 04:55:30,s1-eth2,host2,10.0.0.2,3016817,126705768,42.0,1,159851,1,1,0.0,1.0,0.0,high,udp_flood,block,1,attack
2026-04-27 04:55:34,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:55:38,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:55:43,s1-eth1,host1,10.0.0.1,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:55:47,s1-eth2,host2,10.0.0.2,3041516,127743840,42.0,1,162791,1,1,0.0,1.0,0.0,high,udp_flood,block,1,attack
2026-04-27 04:55:52,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:55:56,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:56:01,s1-eth1,host1,10.0.0.1,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:56:05,s1-eth2,host2,10.0.0.2,3040345,127694868,42.0,1,158634,1,1,0.0,1.0,0.0,high,udp_flood,block,1,attack
2026-04-27 04:56:09,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:56:13,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:56:19,s1-eth1,host1,10.0.0.1,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:56:23,s1-eth2,host2,10.0.0.2,3050725,128130114,42.0,1,162719,1,1,0.0,1.0,0.0,high,udp_flood,block,1,attack
2026-04-27 04:56:27,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:56:31,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:56:36,s1-eth1,host1,10.0.0.1,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:56:40,s1-eth2,host2,10.0.0.2,3049161,128064762,42.0,1,159667,1,1,0.0,1.0,0.0,high,udp_flood,block,1,attack
2026-04-27 04:56:45,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:56:49,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:56:54,s1-eth1,host1,10.0.0.1,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:56:58,s1-eth2,host2,10.0.0.2,416988,17512950,42.0,1,1,1,1,0.333,0.333,0.333,high,mixed_or_unknown,block,1,attack
2026-04-27 04:57:02,s1-eth3,host3,10.0.0.3,7,518,74.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:57:06,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:57:12,s1-eth1,host1,10.0.0.1,1966791,106207416,54.0,156888,1,1,158589,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:57:16,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:57:20,s1-eth3,host3,10.0.0.3,2,148,74.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:57:24,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:57:29,s1-eth1,host1,10.0.0.1,2990275,161474796,54.0,158013,1,1,157614,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:57:33,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:57:38,s1-eth3,host3,10.0.0.3,1,74,74.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:57:42,s1-eth4,host4,10.0.0.100,1,70,70.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:57:47,s1-eth1,host1,10.0.0.1,2992135,161576532,54.0,156733,1,1,160161,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:57:51,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:57:55,s1-eth3,host3,10.0.0.3,1,70,70.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:57:59,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:58:05,s1-eth1,host1,10.0.0.1,2983819,161125362,54.0,156343,1,1,156123,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:58:09,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:58:13,s1-eth3,host3,10.0.0.3,1,74,74.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:58:17,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:58:22,s1-eth1,host1,10.0.0.1,2996598,161816292,54.0,158341,1,1,156686,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:58:26,s1-eth2,host2,10.0.0.2,1,70,70.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:58:31,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:58:35,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:58:40,s1-eth1,host1,10.0.0.1,2988659,161388342,54.0,156621,1,1,158341,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:58:44,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:58:48,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:58:52,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:58:58,s1-eth1,host1,10.0.0.1,2974720,160634502,54.0,151936,1,1,160161,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:59:02,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:59:06,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:59:10,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:59:15,s1-eth1,host1,10.0.0.1,2955808,159614172,54.0,157208,1,1,156127,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:59:19,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:59:24,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:59:28,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:59:33,s1-eth1,host1,10.0.0.1,2978392,160832644,54.0,157639,1,1,155928,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:59:37,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:59:41,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:59:45,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 04:59:51,s1-eth1,host1,10.0.0.1,2981013,160975404,54.0,155491,1,1,154475,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 04:59:55,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 04:59:59,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 05:00:03,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 05:00:08,s1-eth1,host1,10.0.0.1,2975727,160687908,54.0,156521,1,1,156521,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 05:00:12,s1-eth2,host2,10.0.0.2,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
2026-04-27 05:00:17,s1-eth3,host3,10.0.0.3,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 05:00:21,s1-eth4,host4,10.0.0.100,0,0,0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,0,normal
2026-04-27 05:00:26,s1-eth1,host1,10.0.0.1,2979791,160908660,54.0,158132,1,1,155812,1.0,0.0,0.0,high,tcp_syn_flood,block,1,attack
2026-04-27 05:00:30,s1-eth2,host2,10.0.0.2,7,518,74.0,1,1,1,1,0.333,0.333,0.333,normal,normal,allow,1,normal
